Timestamp,Track_Block_ID,Sensor_ID,Voltage_V,Current_A,Temperature_C,Vibration_m_s2,Relay_Status,Timer_TON_ms,Timer_TCH_ms,JK_FlipFlop_Q,Signal_Output_Q0,Override_Flag_ATC,Occupancy_State,Signal_Transition_Delay_ms,Block_Clearance_Time_s,Train_Headway_s,Ambient_Temp_C,Humidity_percent,Dust_Index_ppm,Track_Resistance_Ohm,PLC_CPU_Load_percent,HMI_Alert_Code,Failure_Type,Component_Age_days,Maintenance_Action,RUL_Predicted_days,Edge_Anomaly_Score,Cloud_Health_Index,Predicted_Failure_Prob,Location_ID,Operator_ID
2025-01-01 00:00:23,B15,S16,225.4869193191271,5.388207459319215,47.72517761701802,0.45757482853879144,0,310.39874829409445,292.57884759511717,1,1,0,CLEAR,15.784312504353014,99.59496219321399,212.1552595453903,21.74190891786713,73.11606839592322,8.929835306770862,3.913296780732055,10.75349693623103,A3,C5,678,Replace Timer,221.47986404467892,0.052307072339830785,0.8754814573427455,0.9342640780511764,L8,O2
2025-01-01 00:00:24,B19,S13,243.67747667770055,4.604616643372475,42.54117465790588,0.5184488883601979,0,272.2212682941822,430.739648480346,1,0,0,CLEAR,20.552927332449606,93.5112069866448,276.44802497471926,31.160631855748008,41.53647575480489,43.13015096431923,2.114583370404066,77.250434060588,A4,C4,1945,Check Sensor,166.500774585782,0.5707285303000422,0.24209631609366988,0.10837246012498025,L10,O10
2025-01-01 00:00:25,B12,S22,219.9668594833548,5.436697768208641,33.76196426041077,0.4789556115560256,1,213.72312904107412,195.17263288479674,1,1,0,CLEAR,40.608905542815506,97.25361672312722,210.58042115536506,22.736064079330053,35.43440907619069,44.24001313602168,2.9137925521483514,15.307767950252247,A2,C1,668,Clean Contacts,298.4437280211992,0.15845024443573297,0.2714059269371156,0.5540573225201522,L9,O1
2025-01-01 00:00:26,B20,S25,236.5261750727879,4.378242163837954,36.36099629876895,0.499956637158139,0,465.44714842735283,67.86088580741458,0,1,0,CLEAR,14.80572855001962,92.15243636773674,74.6066596787301,24.828688054401695,47.629399693567564,34.55168942712848,2.1841520010479876,89.14828026875799,A5,C7,1323,Clean Contacts,280.92450724456745,0.16505484295447093,0.1361551085767435,0.4013827616297997,L4,O10
2025-01-01 00:00:27,B3,S20,225.41794956128197,4.640823480584679,28.29807907451842,0.6529610294164591,0,199.61714184167337,240.66872109096494,0,0,1,CLEAR,35.151162414950676,93.6896474578306,196.90053319517358,22.498186759624527,65.6772052979107,3.2478009482409753,2.5488018320396764,37.97887511663652,A5,C6,358,Replace Timer,86.12105556127828,0.672135593524683,0.3924199483257239,0.6473770056752999,L2,O7
2025-01-01 00:00:28,B5,S18,218.82864567140246,5.05922977436961,33.92796657625621,0.5571935769601069,1,291.717840399848,486.1320367719827,1,1,0,CLEAR,7.604645881312596,79.2119570426184,185.81146993718974,27.760207721734737,46.98155278164672,44.58018694981838,3.182828664108422,51.98711862973295,A5,C1,621,Replace Timer,186.90946068343413,0.42196410872468604,0.626595658830129,0.8319031362930226,L2,O2
2025-01-01 00:00:29,B19,S11,225.04435904988534,4.434056810733701,31.99809304743832,0.37782149885353267,1,305.9210342858585,408.0087072214354,0,1,0,OCCUPIED,34.62084168366833,91.04133463492926,168.4855794037632,23.189880370431275,45.4640033579886,20.934212885959386,2.2931033726038477,89.9634101051363,A4,C10,526,Check Sensor,357.94841445937453,0.03253466938622218,0.5405549850204062,0.599496326734253,L6,O9
2025-01-01 00:00:30,B7,S27,235.0480757280647,5.532329425204071,38.71445164770587,0.4627917792263123,1,287.3607755287652,65.1974781390229,0,0,0,CLEAR,40.762364254484346,77.35614089280149,196.510874400757,33.403636197146824,54.40328647494172,9.055725423100741,3.2932301706374907,31.536330275081372,A2,C4,538,Clean Contacts,190.84274262215294,0.5616241596405149,0.034274544478424374,0.22901857505059975,L9,O8
2025-01-01 00:00:31,B9,S9,243.72400084822553,6.139656417424011,30.348442144271672,0.45873871574631697,0,264.91342619304464,443.6055067541789,0,1,1,CLEAR,32.21635769800835,48.547971445063276,221.42823907330416,21.34133306704525,31.060007181034813,38.93893522905174,2.5931606745544578,47.013573642493085,A3,C9,665,Lubricate Relay,160.0735300517916,0.24438779936990473,0.4692941701327248,0.32130046316369687,L2,O7
2025-01-01 00:00:32,B7,S16,226.22040219262266,4.852738954593682,43.288702750134796,0.5216371486179164,1,201.67868120535863,262.2602703295928,1,0,0,OCCUPIED,14.062653066869757,49.58468102255609,68.9424223434684,18.077808508566108,54.55367363552703,17.33466548320749,3.4576744359695972,70.39152781845155,A1,C7,1759,Clean Contacts,16.02423385036032,0.4337835041424054,0.4186174129935546,0.8925640245654543,L9,O5
2025-01-01 00:00:33,B18,S2,211.94092803803346,4.674156540654399,34.67285952788906,0.5908783329780133,0,458.9436348678288,214.1456143180801,1,1,0,OCCUPIED,19.86836062380827,66.4772423110731,175.24821455820032,19.22376114174041,79.50095110118168,25.303633814101595,1.6799968316874274,47.35881908041283,A3,C3,1721,Replace Timer,211.15430149044133,0.03902767451846301,0.26233321434396495,0.6715287077060786,L2,O6
2025-01-01 00:00:34,B4,S26,244.9957220489816,4.935205194662977,30.65292284223695,0.503183755908554,0,252.86146779161515,206.0327933612562,0,0,0,OCCUPIED,41.23316069875679,31.252567810502544,256.134727944765,30.969222094982428,69.96743002016495,37.15203112276887,1.2703644611916798,36.705759931393075,A4,C7,1149,Check Sensor,344.67119314762783,0.06351462354788262,0.6491875790371556,0.5960358120503909,L6,O6
2025-01-01 00:00:35,B14,S25,216.52745925271827,4.721313835743997,35.16079309782591,0.5002461785463032,1,287.8019903057341,317.814913867489,0,0,0,CLEAR,24.438735162106525,110.03671623825262,187.38652873986007,19.16637712834924,33.524589958090594,5.056016825904281,0.5611202447647377,19.650413547156287,A2,C1,479,Check Sensor,330.9971484749629,0.191547951841191,0.9398068976731448,0.13916959308023114,L9,O8
2025-01-01 00:00:36,B18,S2,233.912347515163,5.1308652190969415,38.68387704451584,0.2768445779610633,1,345.415092723609,288.7697382983431,1,0,1,OCCUPIED,16.485559156776766,54.14395860111141,76.28586948425203,18.41316048145517,62.74112449295922,8.477687499186004,3.208910623430391,51.044368322930666,A1,C5,987,Replace Timer,259.3957493554709,0.7182976008726182,0.7004767813338383,0.34133836160642006,L10,O3
2025-01-01 00:00:37,B9,S12,229.6275099844437,4.338797759648587,37.60200881367679,0.6324044814162139,1,80.4452190941906,345.48225987571834,1,0,1,CLEAR,46.97111914589926,34.63842562769157,246.01679786306292,29.040892913734794,53.055610656963836,48.42799130631409,4.9135154246198915,54.13961863402097,A4,C1,154,Check Sensor,123.90277970398822,0.7899833213391931,0.17973158025089142,0.32306322217324823,L7,O4
2025-01-01 00:00:38,B2,S8,227.62144861480672,5.159253199300688,35.78286874498368,0.4832132938018887,1,401.57966365846033,308.138659268021,0,1,0,CLEAR,33.680968547476574,68.19830475583345,285.9195737750513,34.221772051963875,71.31242835999561,35.67723054580249,2.391742818172978,28.625839911374456,A2,C4,1934,Lubricate Relay,269.33634024217355,0.3437610104993305,0.6515289588669877,0.02589663887311544,L3,O1
2025-01-01 00:00:39,B20,S9,222.6953554971799,5.9559616192849125,39.388157356301335,0.5258641169202327,1,280.628289538716,114.77505867877333,0,0,1,OCCUPIED,41.25716197466989,103.40381160720457,264.4425499198386,35.94008430871652,34.92631078761246,11.556283429531256,1.4568266397615763,36.71156149227776,A3,C2,194,Check Sensor,202.20477586462476,0.12558238511253061,0.1513077014837173,0.929397133935986,L7,O8
2025-01-01 00:00:40,B15,S12,239.30223170623196,3.9989287233797244,39.08245171287965,0.5256279627291438,1,345.7296211302351,165.7562039412432,0,0,1,CLEAR,6.102584820783701,65.76174702018685,147.01651189538023,24.588241678611038,41.63644054755743,28.689315197861866,0.5589901891045738,33.889722995370036,A2,C10,1606,Lubricate Relay,202.22832473406015,0.9364056309684096,0.5465451459678469,0.3316289524255509,L8,O9
2025-01-01 00:00:41,B7,S26,176.26906088768732,4.4156762850298445,39.10741219585818,0.42307714015279146,0,397.4054294361611,428.46330744582536,0,0,0,OCCUPIED,20.27014624233949,53.64147573223829,188.35772128450802,9.829494914196852,69.55705401483115,9.39938398824387,2.807527745013894,44.18955304733093,A2,C2,64,Replace Timer,299.0527149890869,0.7871879879352591,0.9615842358678208,0.10268292691502423,L1,O10
2025-01-01 00:00:42,B12,S9,247.04705762550557,4.777471328056373,33.62164624754143,0.47560922575411,1,443.3447258438966,348.46633161303345,0,1,1,CLEAR,25.650360607234862,79.04121444395486,201.91491752729527,24.275691570079257,72.45996690300072,43.27313698315515,4.967170726124539,73.85906346973198,A3,C6,1946,Replace Timer,86.52922116359721,0.16489746696046392,0.971507750748082,0.49396954913367375,L9,O9
2025-01-01 00:00:43,B8,S10,216.31238338408946,5.270946410237953,33.58687360225994,0.422290684653083,0,226.49918762881893,251.78028143663352,0,0,1,OCCUPIED,31.43396993610933,81.69424273810114,231.79166071888173,31.34778481268159,56.4657883312675,22.430758853746386,4.926989089587827,36.60610880073638,A5,C8,1698,Lubricate Relay,211.88692369985688,0.22694109932791662,0.8831807422747593,0.4487001677171789,L10,O7
2025-01-01 00:00:44,B15,S25,236.11935364625973,5.445191047882524,33.96328086732002,0.6383329748548352,0,415.1434517070148,132.1706443252394,0,0,1,CLEAR,13.548734891155899,98.32707199490856,219.85651000964182,19.974809703397824,30.984851348556077,40.3435426698673,0.9560877499329227,31.796119742784335,A1,C9,1847,Replace Timer,219.66381202026557,0.03647163643253459,0.367282072934787,0.8500476081108529,L3,O3
2025-01-01 00:00:45,B3,S2,235.32538426902394,5.404967246250418,32.52967857069823,0.27761469376287645,0,166.47660300465577,53.46096618979036,0,1,1,CLEAR,27.40790987236327,101.97782016206652,107.77715197638459,22.40990797421692,74.6857511602274,48.59579784703642,4.173831598541671,77.18811526830689,A3,C6,404,Clean Contacts,337.85451797150415,0.9008821367302119,0.7049961914866835,0.7998193767910862,L6,O2
2025-01-01 00:00:46,B14,S16,249.12466073031229,4.1541490887025025,35.5283736264042,0.40466765432634544,0,347.15104293081487,190.34933143487814,0,1,1,OCCUPIED,35.85314154603594,93.55869731444305,262.32921354341306,26.822220817955568,49.13826130119878,49.04374542128625,1.2799425136958427,74.88685641176245,A1,C3,105,Lubricate Relay,8.811367075670256,0.933284729883666,0.16978356115795845,0.7816331907199225,L3,O8
2025-01-01 00:00:47,B17,S20,232.96623703307102,4.66282708670185,34.97188707786869,0.4677930175146355,0,96.21828530583772,74.68113061700093,1,0,1,OCCUPIED,20.564422551141085,30.40847601499126,263.803774374691,31.23243127524989,31.984026709404667,6.880812919674295,4.142081800599527,73.46368794261143,A4,C3,1256,Lubricate Relay,174.77372762154545,0.08289060071566745,0.9302304978408406,0.9322820690528711,L9,O2
2025-01-01 00:00:48,B4,S7,217.56336229048932,4.549841545940958,43.27534170913247,0.6497495715913453,0,59.013710340833846,267.0278598893548,1,1,1,CLEAR,36.11489913671265,30.187059312655993,157.04437765883117,20.411464905505586,70.94061229248277,47.24029844296318,4.340971844989408,69.42127233002797,A4,C3,694,Replace Timer,96.07010295911299,0.14689683327750014,0.45512734000413546,0.37454862067228234,L6,O9
2025-01-01 00:00:49,B18,S28,205.92867518133548,4.967400557825088,32.47592317450651,0.5707816320638152,1,93.09340675068788,419.81065374119385,1,0,1,CLEAR,22.534431816732827,117.97049876188663,91.41952781023026,30.663253636319755,50.90345611775771,13.514466589697765,0.5348040307133857,81.09731380279584,A5,C3,1444,Lubricate Relay,305.4643519730581,0.2053078750991375,0.5686908000406612,0.589480880101813,L4,O1
2025-01-01 00:00:50,B8,S2,224.7679526769054,5.009140042879411,30.06646157142879,0.33619597130571127,0,193.72211895311412,178.42939762203378,0,0,0,CLEAR,26.125853106729853,53.77845940687862,206.05601910207776,28.838337778853877,39.499514521456845,17.981114753746553,1.5676762105049404,67.05807698362331,A5,C9,1212,Clean Contacts,110.22976012633524,0.18091837143957068,0.3849035754980543,0.6695478119287052,L1,O8
2025-01-01 00:00:51,B4,S1,200.62736856675482,4.315386443264711,38.22867473542136,0.4884490568874839,0,63.99257622109892,431.48937269977233,0,1,1,OCCUPIED,11.043180525751998,55.4115356350393,145.74238270488252,24.006733382399506,70.07891322097515,3.14962772979131,0.7544825431086806,23.551969799805768,A3,C4,643,Clean Contacts,102.13491018023238,0.9405695731394176,0.41455590037429535,0.47217727278632526,L8,O8
2025-01-01 00:00:52,B2,S19,220.57271440533867,4.7802228224571195,35.3576102213889,0.5721331008261751,0,333.7210724842681,367.0539782389652,1,0,1,OCCUPIED,34.3073554727812,95.90169943215516,237.93375089146883,29.160798733493472,52.885783843110914,32.279871625554655,2.7450933141911817,12.638130137240324,A3,C7,953,Lubricate Relay,246.81660935323038,0.2613201482426105,0.37454577387766175,0.24386214447351529,L7,O5
2025-01-01 00:00:53,B6,S28,225.61054069504692,5.290259272797853,31.56827856675512,0.7226903139247802,1,192.44504227201918,106.36804820968942,0,1,1,OCCUPIED,15.092405961051742,82.34271368326608,135.75770522617972,30.33852864903951,60.39047817304238,32.205862368547585,0.6202228747424493,24.549113719638036,A1,C2,1270,Replace Timer,103.45245178294012,0.3748589882197866,0.47604859278433753,0.8990157453430426,L3,O9
2025-01-01 00:00:54,B10,S4,219.65126032956613,4.685834582705224,38.91057802488193,0.4660252137819191,0,381.3692304714341,340.0528510713125,0,0,0,OCCUPIED,42.29825580711916,71.7207991717772,123.11982619893894,33.57726916789373,71.15607118598732,38.851948342540204,3.3173835718101823,39.17105891201982,A3,C7,1827,Check Sensor,146.99627546989004,0.06870368754514211,0.8594324692589692,0.9007257120935721,L9,O1
2025-01-01 00:00:55,B4,S24,230.6266048604737,4.899883332304987,33.60504049855671,0.38155619321969125,0,70.66181132132255,118.25591328749444,1,0,0,CLEAR,29.904951697113063,40.47957284269992,268.2504891782586,32.86744042380404,56.12110445207478,47.31300486932647,3.0124840637802928,14.234893653372556,A5,C7,1124,Check Sensor,11.954834934377702,0.628451833426803,0.8449980521939012,0.767722666862656,L1,O2
2025-01-01 00:00:56,B18,S22,226.45843983621188,5.84844490979032,42.62142430373739,0.532236826902943,1,147.51570494637417,344.6559141237134,1,1,1,CLEAR,30.21155373268421,37.33388996557228,207.79692853383796,19.60561396598287,35.52390160347125,21.408330329861254,2.2072692214407903,70.56001195032921,A5,C4,923,Clean Contacts,130.1067945713461,0.2660065452601432,0.3373034137258464,0.34611650867203647,L7,O4
2025-01-01 00:00:57,B12,S27,225.08470188006828,5.995014756759588,30.249275465717666,0.495671439512039,1,233.60154139836436,114.22151812764774,1,0,0,CLEAR,46.06144350861689,93.32608664155278,80.63799440373964,27.695043411414414,78.18809126932723,20.371708658297816,2.578107850169498,61.30480556189057,A5,C4,1800,Check Sensor,256.6819124778059,0.2452013836612248,0.11401541369347978,0.002846792792012609,L10,O6
2025-01-01 00:00:58,B2,S2,193.6377407444404,3.9193194536873204,32.09589676586115,0.5463308671188615,1,222.19320303232084,226.6301147070047,0,1,0,CLEAR,12.533122008926881,41.21440360803114,225.44708333970314,25.091181949288707,44.32702537216106,31.95574677363674,4.955427405750006,67.43985005614637,A1,C5,1396,Lubricate Relay,201.60211761930478,0.9771236655614262,0.44967665390011946,0.49119882562417516,L10,O1
2025-01-01 00:00:59,B10,S25,210.57942228971677,5.05694878599924,35.63830674921725,0.5690474934837333,0,108.94940277635322,304.96742160718713,1,0,1,OCCUPIED,28.86056050449498,69.22292295027283,240.65605233631325,27.14358362189896,79.71247157773958,33.37051700697641,1.2544367907759983,17.663127964223307,A3,C1,93,Clean Contacts,51.872366281066604,0.03857949093995727,0.005413993209078871,0.524593304936191,L6,O5
2025-01-01 00:01:00,B4,S14,239.63985097782313,6.458516385604328,41.788922760290355,0.5319931692137833,1,497.3615661117457,72.66837714077379,1,0,0,OCCUPIED,22.199225470064942,96.25134658664133,116.44886722399364,25.535622680250647,30.30122690232231,22.26211735453529,3.7896707877474873,36.30160099314449,A3,C6,992,Replace Timer,299.3969068775474,0.18710472617934015,0.7480713908994149,0.48795350407373106,L8,O5
2025-01-01 00:01:01,B14,S2,242.06384409421167,5.239423433916288,31.432491125014025,0.5528196723667312,1,177.99781137522615,118.98875518453733,0,1,0,OCCUPIED,48.48458337948547,113.08790482080246,292.2375234307258,26.112875115914562,54.18940291274168,45.966415934834586,3.4038936157344124,46.75284219774743,A1,C7,852,Clean Contacts,122.23974568195472,0.5131947415609749,0.002655451441384016,0.09649117502823201,L9,O3
2025-01-01 00:01:02,B16,S29,202.41834923031507,5.009245029473578,36.88252840488713,0.6635684986361674,1,374.4644380931584,194.1839712735109,1,0,0,OCCUPIED,40.672132108162266,108.62274546261665,149.48597917378038,25.238922277998174,65.24674983969605,2.608660080048603,3.486644045203334,58.20740781538958,A1,C4,1849,Clean Contacts,320.46923430388307,0.5622602609040156,0.20634099535973893,0.7878889733814052,L9,O6
2025-01-01 00:01:03,B15,S15,217.77922728148803,5.656344089224824,29.180160693044037,0.47089415697126,0,149.01201374527318,258.0440385973376,0,1,0,CLEAR,39.08753890830743,107.7630295637214,285.737723936976,22.182112442173164,75.31509670091741,37.8200818251391,2.055714180481401,74.22169543774176,A2,C8,1523,Check Sensor,307.415103332723,0.7130508890881275,0.15034507310286593,0.5321384705480113,L4,O10
2025-01-01 00:01:04,B8,S12,246.0794805139869,5.109046403230833,39.58362432157919,0.37755690977912093,1,445.0330448267378,436.3192822646455,0,1,0,CLEAR,14.185461026061033,62.26480353728162,130.4680616207344,26.518755915719197,69.01684726912299,10.397148182949135,1.474116640688055,88.15499909984152,A1,C7,74,Clean Contacts,53.362598201005525,0.2091121521088679,0.8733699041530131,0.22179563692531734,L3,O2
